0,Kód:,Név,Kredit,Ajánlott félév,Mintatanterv,Tárgycsoport kódja,Tárgycsoport neve,Tárgytípus,Eredmény,Felv.szám,Kód:,Név,Kredit,Ajánlott félév,Mintatanterv,Tárgycsoport kódja,Tárgycsoport neve,Tárgytípus,Eredmény,Felv.szám,Kód:,Név,Kredit,Ajánlott félév,Mintatanterv,Tárgycsoport kódja,Tárgycsoport neve,Tárgytípus,Eredmény,Felv.szám,Kód:,Név,Kredit,Ajánlott félév,Mintatanterv,Tárgycsoport kódja,Tárgycsoport neve,Tárgytípus,Eredmény,Felv.szám,Kód:,Név,Kredit,Ajánlott félév,Mintatanterv,Tárgycsoport kódja,Tárgycsoport neve,Tárgytípus,Eredmény,Felv.szám,Kód:,Név
321,,,52,,,MK-DSZ,Differenciált szakmai ismeretek,Kötelező,,,,,,,,MK-DIFF-EGYEB,Differenciált ismeretek - egyéb,Kötelezően választható,,,,,,,,TE-IB001e,Speciálkollégium 1. (ea),Kötelezően választható,,,IB001e-00030,Zenei hangszintetizátorok elmélete és gyakorlata,3,,,IB001e-00030,Zenei hangszintetizátorok elmélete és gyakorlata,Kötelezően választható,,,,,,,,,,,,,,
322,,,52,,,MK-DSZ,Differenciált szakmai ismeretek,Kötelező,,,,,,,,MK-DIFF-EGYEB,Differenciált ismeretek - egyéb,Kötelezően választható,,,,,,,,TE-IB001e,Speciálkollégium 1. (ea),Kötelezően választható,,,IB001e-00045,Webfejlesztés a gyakorlatban,3,,,IB001e-00045,Webfejlesztés a gyakorlatban,Kötelezően választható,,,,,,,,,,,,,,
323,,,52,,,MK-DSZ,Differenciált szakmai ismeretek,Kötelező,,,,,,,,MK-DIFF-EGYEB,Differenciált ismeretek - egyéb,Kötelezően választható,,,,,,,,TE-IB087,Spring Üzleti Alkalmazások Fejlesztése,Kötelezően választható,,,IB087G,Spring Üzleti Alkalmazások Fejlesztése gyakorlat,2,,,IB087G,Spring Üzleti Alkalmazások Fejlesztése gyakorlat,Kötelezően választható,,,,,,,,,,,,,,
324,,,52,,,MK-DSZ,Differenciált szakmai ismeretek,Kötelező,,,,,,,,MK-DIFF-EGYEB,Differenciált ismeretek - egyéb,Kötelezően választható,,,,,,,,TE-IB001e,Speciálkollégium 1. (ea),Kötelezően választható,,,IB001e-00123,Gyakorlati funkcionális programozás Scala nyelven,3,,,IB001e-00123,Gyakorlati funkcionális programozás Scala nyelven,Kötelezően választható,,,,,,,,,,,,,,
325,,,52,,,MK-DSZ,Differenciált szakmai ismeretek,Kötelező,,,,,,,,MK-DIFF-EGYEB,Differenciált ismeretek - egyéb,Kötelezően választható,,,,,,,,TE-IB079,3D vizuális adatok elemzése,Kötelezően választható,,,IB079E,3D vizuális adatok elemzése,2,,,IB079E,3D vizuális adatok elemzése,Kötelezően választható,,,,,,,,,,,,,,
326,,,52,,,MK-DSZ,Differenciált szakmai ismeretek,Kötelező,,,,,,,,MK-DIFF-EGYEB,Differenciált ismeretek - egyéb,Kötelezően választható,,,,,,,,TE-IB001e,Speciálkollégium 1. (ea),Kötelezően választható,,,IB001e-00055,Képfeldolgozó Nyári Iskola,3,,,IB001e-00055,Képfeldolgozó Nyári Iskola,Kötelezően választható,,,,,,,,,,,,,,
327,,,52,,,MK-DSZ,Differenciált szakmai ismeretek,Kötelező,,,,,,,,MK-DIFF-EGYEB,Differenciált ismeretek - egyéb,Kötelezően választható,,,,,,,,TE-IB001e,Speciálkollégium 1. (ea),Kötelezően választható,,,IB001e-00032,OTDK szeminárium,3,,,IB001e-00032,OTDK szeminárium,Kötelezően választható,,,,,,,,,,,,,,
328,,,52,,,MK-DSZ,Differenciált szakmai ismeretek,Kötelező,,,,,,,,MK-DIFF-EGYEB,Differenciált ismeretek - egyéb,Kötelezően választható,,,,,,,,TE-IB001e,Speciálkollégium 1. (ea),Kötelezően választható,,,IB001e-00095,Digitális topológia és matematikai morfológia,3,0,,IB001e-00095,Digitális topológia és matematikai morfológia,Kötelezően választható,,,,,,,,,,,,,,
329,,,52,,,MK-DSZ,Differenciált szakmai ismeretek,Kötelező,,,,,,,,MK-TEGO,Tehetséggondozó technikai kurzusok,Kötelezően választható,,,,,,,,TE-IBT104L,Tehetséggondozás: Programozás alapjai ,Kötelezően választható,,,IBT104L,Tehetséggondozás: Programozás alapjai ,1,1,,IBT104L,Tehetséggondozás: Programozás alapjai ,Kötelezően választható,,,,,,,,,,,,,,
330,,,52,,,MK-DSZ,Differenciált szakmai ismeretek,Kötelező,,,,,,,,MK-DIFF-EGYEB,Differenciált ismeretek - egyéb,Kötelezően választható,,,,,,,,TE-IB003l,Speciálkollégium 3. (ea+lab),Kötelezően választható,,,IB003l-00004,Modellellenőrző szoftverek gyak,0,,,IB003l-00004,Modellellenőrző szoftverek gyak,Kötelezően választható,,,,,,,,,,,,,,
331,,,52,,,MK-DSZ,Differenciált szakmai ismeretek,Kötelező,,,,,,,,MK-DIFF-EGYEB,Differenciált ismeretek - egyéb,Kötelezően választható,,,,,,,,TE-IB003e,Speciálkollégium 3. (ea+lab),Kötelezően választható,,,IB003e-00004,Rendszerfejlesztés I.,4,,,IB003e-00004,Rendszerfejlesztés I.,Kötelezően választható,,,,,,,,,,,,,,
332,,,52,,,MK-DSZ,Differenciált szakmai ismeretek,Kötelező,,,,,,,,MK-DIFF-EGYEB,Differenciált ismeretek - egyéb,Kötelezően választható,,,,,,,,TE-IB001e,Speciálkollégium 1. (ea),Kötelezően választható,,,IB001e-00111,IKT a szaktárgyi oktatás szolgálatában,3,,,IB001e-00111,IKT a szaktárgyi oktatás szolgálatában,Kötelezően választható,,,,,,,,,,,,,,
333,,,52,,,MK-DSZ,Differenciált szakmai ismeretek,Kötelező,,,,,,,,MK-DIFF-EGYEB,Differenciált ismeretek - egyéb,Kötelezően választható,,,,,,,,TE-IB001e,Speciálkollégium 1. (ea),Kötelezően választható,,,IB001e-00036,Drupal modul fejlesztés,3,,,IB001e-00036,Drupal modul fejlesztés,Kötelezően választható,,,,,,,,,,,,,,
334,,,52,,,MK-DSZ,Differenciált szakmai ismeretek,Kötelező,,,,,,,,MK-DIFF-EGYEB,Differenciált ismeretek - egyéb,Kötelezően választható,,,,,,,,TE-IB001e,Speciálkollégium 1. (ea),Kötelezően választható,,,IB001e-00126,Alkalmazásbiztonság,3,,,IB001e-00126,Alkalmazásbiztonság,Kötelezően választható,,,,,,,,,,,,,,
335,,,52,,,MK-DSZ,Differenciált szakmai ismeretek,Kötelező,,,,,,,,MK-DIFF-EGYEB,Differenciált ismeretek - egyéb,Kötelezően választható,,,,,,,,TE-IB001g-00037,Szoftvertesztelés gyakorlata (gy),Kötelezően választható,,,IB001g-00037,Szoftvertesztelés gyakorlata (gy),2,,,IB001g-00037,Szoftvertesztelés gyakorlata (gy),Kötelezően választható,,,,,,,,,,,,,,
336,,,52,,,MK-DSZ,Differenciált szakmai ismeretek,Kötelező,,,,,,,,MK-DIFF-EGYEB,Differenciált ismeretek - egyéb,Kötelezően választható,,,,,,,,TE-IB001e,Speciálkollégium 1. (ea),Kötelezően választható,,,IB001e-00062,ACM versenyfeladatok megoldása I.,3,,,IB001e-00062,ACM versenyfeladatok megoldása I.,Kötelezően választható,,,,,,,,,,,,,,
337,,,52,,,MK-DSZ,Differenciált szakmai ismeretek,Kötelező,,,,,,,,MK-DIFF-EGYEB,Differenciált ismeretek - egyéb,Kötelezően választható,,,,,,,,TE-IB004g,Speciálkollégium 4. (ea+lab_2),Kötelezően választható,,,IB688L,Inform. hálózatépítô (Cisco) I/B,2,,,IB688L,Inform. hálózatépítô (Cisco) I/B,Kötelezően választható,,,,,,,,,,,,,,
338,,,52,,,MK-DSZ,Differenciált szakmai ismeretek,Kötelező,,,,,,,,MK-DIFF-EGYEB,Differenciált ismeretek - egyéb,Kötelezően választható,,,,,,,,TE-IB001e,Speciálkollégium 1. (ea),Kötelezően választható,,,IB001e-00064,RIA fejlesztés konf,3,,,IB001e-00064,RIA fejlesztés konf,Kötelezően választható,,,,,,,,,,,,,,
339,,,52,,,MK-DSZ,Differenciált szakmai ismeretek,Kötelező,,,,,,,,MK-DIFF-EGYEB,Differenciált ismeretek - egyéb,Kötelezően választható,,,,,,,,TE-IB004g,Speciálkollégium 4. (ea+lab_2),Kötelezően választható,,,IB004g-00010,Offenzív biztonsági gyakorlatok II. gyakorlat,0,,,IB004g-00010,Offenzív biztonsági gyakorlatok II. gyakorlat,Kötelezően választható,,,,,,,,,,,,,,
340,,,52,,,MK-DSZ,Differenciált szakmai ismeretek,Kötelező,,,,,,,,MK-DIFF-EGYEB,Differenciált ismeretek - egyéb,Kötelezően választható,,,,,,,,TE-IB001e,Speciálkollégium 1. (ea),Kötelezően választható,,,IB001e-00109,Ügyviteli rendszerek hatékony fejlesztése Magic xpa-val mobilos funkciókkal kiegészítve,3,,,IB001e-00109,Ügyviteli rendszerek hatékony fejlesztése Magic xpa-val mobilos funkciókkal kiegészítve,Kötelezően választható,,,,,,,,,,,,,,
341,,,52,,,MK-DSZ,Differenciált szakmai ismeretek,Kötelező,,,,,,,,MK-DIFF-EGYEB,Differenciált ismeretek - egyéb,Kötelezően választható,,,,,,,,TE-IB001piE,Speciálkollégium 1. (ea_pti),Kötelezően választható,,,IB001piE,Logisztika I.,3,,,IB001piE,Logisztika I.,Kötelezően választható,,,,,,,,,,,,,,
342,,,52,,,MK-DSZ,Differenciált szakmai ismeretek,Kötelező,,,,,,,,MK-DIFF-EGYEB,Differenciált ismeretek - egyéb,Kötelezően választható,,,,,,,,TE-IB006L,Speciálkollégium 6. (lab),Kötelezően választható,,,IB006L-00003,Statisztika gyakorlati alkalmazásai,4,,,IB006L-00003,Statisztika gyakorlati alkalmazásai,Kötelezően választható,,,,,,,,,,,,,,
343,,,52,,,MK-DSZ,Differenciált szakmai ismeretek,Kötelező,,,,,,,,MK-DIFF-EGYEB,Differenciált ismeretek - egyéb,Kötelezően választható,,,,,,,,TE-IB001e,Speciálkollégium 1. (ea),Kötelezően választható,,,IB001e-00083,ACM feladatok megoldása,3,,,IB001e-00083,ACM feladatok megoldása,Kötelezően választható,,,,,,,,,,,,,,
344,,,52,,,MK-DSZ,Differenciált szakmai ismeretek,Kötelező,,,,,,,,MK-DIFF-EGYEB,Differenciált ismeretek - egyéb,Kötelezően választható,,,,,,,,TE-IB001e,Speciálkollégium 1. (ea),Kötelezően választható,,,IB001e-00004,Intelligens UI - ötlettől a megvalósításig,3,,,IB001e-00004,Intelligens UI - ötlettől a megvalósításig,Kötelezően választható,,,,,,,,,,,,,,
345,,,52,,,MK-DSZ,Differenciált szakmai ismeretek,Kötelező,,,,,,,,MK-DIFF-EGYEB,Differenciált ismeretek - egyéb,Kötelezően választható,,,,,,,,TE-IB001e,Speciálkollégium 1. (ea),Kötelezően választható,,,IB001e-00047,Innovatív vállalkozások indítása,3,,,IB001e-00047,Innovatív vállalkozások indítása,Kötelezően választható,,,,,,,,,,,,,,
346,,,52,,,MK-DSZ,Differenciált szakmai ismeretek,Kötelező,,,,,,,,MK-DIFF-EGYEB,Differenciált ismeretek - egyéb,Kötelezően választható,,,,,,,,TE-IB001e,Speciálkollégium 1. (ea),Kötelezően választható,,,IB001e-00116,Műszaki és alk.mat. feladatok Maple-vel,3,,,IB001e-00116,Műszaki és alk.mat. feladatok Maple-vel,Kötelezően választható,,,,,,,,,,,,,,
347,,,52,,,MK-DSZ,Differenciált szakmai ismeretek,Kötelező,,,,,,,,MK-DIFF-EGYEB,Differenciált ismeretek - egyéb,Kötelezően választható,,,,,,,,TE-IB003e,Speciálkollégium 3. (ea+lab),Kötelezően választható,,,IB003e-00014,Angular 2 - a jövő alkalmazás-platformja előadás,3,,,IB003e-00014,Angular 2 - a jövő alkalmazás-platformja előadás,Kötelezően választható,,,,,,,,,,,,,,
348,,,52,,,MK-DSZ,Differenciált szakmai ismeretek,Kötelező,,,,,,,,MK-DIFF-EGYEB,Differenciált ismeretek - egyéb,Kötelezően választható,,,,,,,,TE-IB003e,Speciálkollégium 3. (ea+lab),Kötelezően választható,,,IB003e-00003,Algoritmusok és adatszerkezetek I.,4,,,IB003e-00003,Algoritmusok és adatszerkezetek I.,Kötelezően választható,,,,,,,,,,,,,,
349,,,52,,,MK-DSZ,Differenciált szakmai ismeretek,Kötelező,,,,,,,,MK-DIFF-EGYEB,Differenciált ismeretek - egyéb,Kötelezően választható,,,,,,,,TE-IB001e,Speciálkollégium 1. (ea),Kötelezően választható,,,IB001e-00041,Drupal,3,,,IB001e-00041,Drupal,Kötelezően választható,,,,,,,,,,,,,,
350,,,52,,,MK-DSZ,Differenciált szakmai ismeretek,Kötelező,,,,,,,,MK-DIFF-EGYEB,Differenciált ismeretek - egyéb,Kötelezően választható,,,,,,,,TE-IB003l,Speciálkollégium 3. (ea+lab),Kötelezően választható,,,IB003l-00001,Fejlett programozás I. gyak.,0,,,IB003l-00001,Fejlett programozás I. gyak.,Kötelezően választható,,,,,,,,,,,,,,
351,,,52,,,MK-DSZ,Differenciált szakmai ismeretek,Kötelező,,,,,,,,MK-DIFF-EGYEB,Differenciált ismeretek - egyéb,Kötelezően választható,,,,,,,,TE-IB001e,Speciálkollégium 1. (ea),Kötelezően választható,,,IB001e-00127,Játékfejlesztés natív környezetben,3,,,IB001e-00127,Játékfejlesztés natív környezetben,Kötelezően választható,,,,,,,,,,,,,,
352,,,52,,,MK-DSZ,Differenciált szakmai ismeretek,Kötelező,,,,,,,,MK-DIFF-EGYEB,Differenciált ismeretek - egyéb,Kötelezően választható,,,,,,,,TE-IB006L,Speciálkollégium 6. (lab),Kötelezően választható,,,IB006L-00002,Forgalomirányítás IP alapú hálózatokban,4,,,IB006L-00002,Forgalomirányítás IP alapú hálózatokban,Kötelezően választható,,,,,,,,,,,,,,
353,,,52,,,MK-DSZ,Differenciált szakmai ismeretek,Kötelező,,,,,,,,MK-DIFF-EGYEB,Differenciált ismeretek - egyéb,Kötelezően választható,,,,,,,,TE-IB001e,Speciálkollégium 1. (ea),Kötelezően választható,,,IB001e-00040,Szoftverfejlesztés a gyakorlatban (Siemens PSE),3,,,IB001e-00040,Szoftverfejlesztés a gyakorlatban (Siemens PSE),Kötelezően választható,,,,,,,,,,,,,,
354,,,52,,,MK-DSZ,Differenciált szakmai ismeretek,Kötelező,,,,,,,,MK-DIFF-EGYEB,Differenciált ismeretek - egyéb,Kötelezően választható,,,,,,,,TE-IB001e,Speciálkollégium 1. (ea),Kötelezően választható,,,IB001e-00017,Kriptográfia régen és ma,3,,,IB001e-00017,Kriptográfia régen és ma,Kötelezően választható,,,,,,,,,,,,,,
355,,,52,,,MK-DSZ,Differenciált szakmai ismeretek,Kötelező,,,,,,,,MK-DIFF-EGYEB,Differenciált ismeretek - egyéb,Kötelezően választható,,,,,,,,TE-IB001e,Speciálkollégium 1. (ea),Kötelezően választható,,,IB001e-00088,Vezeték nélküli szenzorhálózatok BSc,3,,,IB001e-00088,Vezeték nélküli szenzorhálózatok BSc,Kötelezően választható,,,,,,,,,,,,,,
356,,,52,,,MK-DSZ,Differenciált szakmai ismeretek,Kötelező,,,,,,,,MK-DIFF-EGYEB,Differenciált ismeretek - egyéb,Kötelezően választható,,,,,,,,TE-IB009L,Speciálkollégium 9. (lab),Kötelezően választható,,,IB009L-00002,Firefox OS,2,,,IB009L-00002,Firefox OS,Kötelezően választható,,,,,,,,,,,,,,
357,,,52,,,MK-DSZ,Differenciált szakmai ismeretek,Kötelező,,,,,,,,MK-DIFF-EGYEB,Differenciált ismeretek - egyéb,Kötelezően választható,,,,,,,,TE-IB001e,Speciálkollégium 1. (ea),Kötelezően választható,,,IB001e-00005,Android,3,,,IB001e-00005,Android,Kötelezően választható,,,,,,,,,,,,,,
358,,,52,,,MK-DSZ,Differenciált szakmai ismeretek,Kötelező,,,,,,,,MK-DIFF-EGYEB,Differenciált ismeretek - egyéb,Kötelezően választható,,,,,,,,TE-IB009L,Speciálkollégium 9. (lab),Kötelezően választható,,,IB009L-00008,Áramkörök tervezése és megvalósítása,2,,,IB009L-00008,Áramkörök tervezése és megvalósítása,Kötelezően választható,,,,,,,,,,,,,,
359,,,52,,,MK-DSZ,Differenciált szakmai ismeretek,Kötelező,,,,,,,,MK-DIFF-EGYEB,Differenciált ismeretek - egyéb,Kötelezően választható,,,,,,,,TE-IB001e,Speciálkollégium 1. (ea),Kötelezően választható,,,IB001e-00080,Python nyelv és alkalmazásai,3,,,IB001e-00080,Python nyelv és alkalmazásai,Kötelezően választható,,,,,,,,,,,,,,
360,,,52,,,MK-DSZ,Differenciált szakmai ismeretek,Kötelező,,,,,,,,MK-DIFF-EGYEB,Differenciált ismeretek - egyéb,Kötelezően választható,,,,,,,,TE-IB001e,Speciálkollégium 1. (ea),Kötelezően választható,,,IB001e-00077,A LOGO nyelv és alkalmazásai,3,,,IB001e-00077,A LOGO nyelv és alkalmazásai,Kötelezően választható,,,,,,,,,,,,,,
361,,,52,,,MK-DSZ,Differenciált szakmai ismeretek,Kötelező,,,,,,,,MK-DIFF-EGYEB,Differenciált ismeretek - egyéb,Kötelezően választható,,,,,,,,TE-IB003e,Speciálkollégium 3. (ea+lab),Kötelezően választható,,,IB003e-00009,Modellellenőrző szoftverek,4,,,IB003e-00009,Modellellenőrző szoftverek,Kötelezően választható,,,,,,,,,,,,,,
362,,,52,,,MK-DSZ,Differenciált szakmai ismeretek,Kötelező,,,,,,,,MK-DIFF-EGYEB,Differenciált ismeretek - egyéb,Kötelezően választható,,,,,,,,TE-IB001e,Speciálkollégium 1. (ea),Kötelezően választható,,,IB001e-00037,Szoftvertesztelés gyakorlata,3,,,IB001e-00037,Szoftvertesztelés gyakorlata,Kötelezően választható,,,,,,,,,,,,,,
363,,,52,,,MK-DSZ,Differenciált szakmai ismeretek,Kötelező,,,,,,,,MK-DIFF-EGYEB,Differenciált ismeretek - egyéb,Kötelezően választható,,,,,,,,TE-IB001e,Speciálkollégium 1. (ea),Kötelezően választható,,,IB001e-00012,FPGA alapú digitális tervezés,3,,,IB001e-00012,FPGA alapú digitális tervezés,Kötelezően választható,,,,,,,,,,,,,,
364,,,52,,,MK-DSZ,Differenciált szakmai ismeretek,Kötelező,,,,,,,,MK-DIFF-EGYEB,Differenciált ismeretek - egyéb,Kötelezően választható,,,,,,,,TE-IB001e,Speciálkollégium 1. (ea),Kötelezően választható,,,IB001e-00066,Speciálkollégium 1. (ea),3,,,IB001e-00066,Speciálkollégium 1. (ea),Kötelezően választható,,,,,,,,,,,,,,
365,,,52,,,MK-DSZ,Differenciált szakmai ismeretek,Kötelező,,,,,,,,MK-DIFF-EGYEB,Differenciált ismeretek - egyéb,Kötelezően választható,,,,,,,,TE-IB001e,Speciálkollégium 1. (ea),Kötelezően választható,,,IB001e-00060,Kooperatív képzés,3,,,IB001e-00060,Kooperatív képzés,Kötelezően választható,,,,,,,,,,,,,,
366,,,52,,,MK-DSZ,Differenciált szakmai ismeretek,Kötelező,,,,,,,,MK-DIFF-EGYEB,Differenciált ismeretek - egyéb,Kötelezően választható,,,,,,,,TE-IB004e,Speciálkollégium 4. (ea+lab_2),Kötelezően választható,,,IB688E,Inform. hálózatépítô (Cisco) I/A,3,,,IB688E,Inform. hálózatépítô (Cisco) I/A,Kötelezően választható,,,,,,,,,,,,,,
367,,,52,,,MK-DSZ,Differenciált szakmai ismeretek,Kötelező,,,,,,,,MK-DIFF-EGYEB,Differenciált ismeretek - egyéb,Kötelezően választható,,,,,,,,TE-IB002e,Speciálkollégium 2. (ea+gy),Kötelezően választható,,,IB002e,Számítógépes látás,4,,,IB002e,Számítógépes látás,Kötelezően választható,,,,,,,,,,,,,,
368,,,52,,,MK-DSZ,Differenciált szakmai ismeretek,Kötelező,,,,,,,,MK-DIFF-EGYEB,Differenciált ismeretek - egyéb,Kötelezően választható,,,,,,,,TE-IB001e,Speciálkollégium 1. (ea),Kötelezően választható,,,IB001e-00096,Képregisztráció és orvosi alkalmazásai,3,,,IB001e-00096,Képregisztráció és orvosi alkalmazásai,Kötelezően választható,,,,,,,,,,,,,,
369,,,52,,,MK-DSZ,Differenciált szakmai ismeretek,Kötelező,,,,,,,,MK-DIFF-EGYEB,Differenciált ismeretek - egyéb,Kötelezően választható,,,,,,,,TE-IB001e,Speciálkollégium 1. (ea),Kötelezően választható,,,IB001e-00052,.NET 3.5 Windows Presentation Foundation (WPF) konf,3,,,IB001e-00052,.NET 3.5 Windows Presentation Foundation (WPF) konf,Kötelezően választható,,,,,,,,,,,,,,
370,,,52,,,MK-DSZ,Differenciált szakmai ismeretek,Kötelező,,,,,,,,MK-DIFF-EGYEB,Differenciált ismeretek - egyéb,Kötelezően választható,,,,,,,,TE-IB010e,Speciálkollégium 10. (ea),Kötelezően választható,,,IB010e,Gépi tanulás a gyakorlatban,1,,,IB010e,Gépi tanulás a gyakorlatban,Kötelezően választható,,,,,,,,,,,,,,
371,,,52,,,MK-DSZ,Differenciált szakmai ismeretek,Kötelező,,,,,,,,MK-DIFF-EGYEB,Differenciált ismeretek - egyéb,Kötelezően választható,,,,,,,,TE-IB004g,Speciálkollégium 4. (ea+lab_2),Kötelezően választható,,,IB004g-00009,Statisztikai szoftverek gyak.,0,,,IB004g-00009,Statisztikai szoftverek gyak.,Kötelezően választható,,,,,,,,,,,,,,
372,,,52,,,MK-DSZ,Differenciált szakmai ismeretek,Kötelező,,,,,,,,MK-DIFF-EGYEB,Differenciált ismeretek - egyéb,Kötelezően választható,,,,,,,,TE-IB003e,Speciálkollégium 3. (ea+lab),Kötelezően választható,,,IB003e-00012,Bonyolultságelmélet,4,,,IB003e-00012,Bonyolultságelmélet,Kötelezően választható,,,,,,,,,,,,,,
373,,,52,,,MK-DSZ,Differenciált szakmai ismeretek,Kötelező,,,,,,,,MK-DIFF-EGYEB,Differenciált ismeretek - egyéb,Kötelezően választható,,,,,,,,TE-IB009L,Speciálkollégium 9. (lab),Kötelezően választható,,,IB009L-00010,Beágyazott rendszerek alapjai,2,,,IB009L-00010,Beágyazott rendszerek alapjai,Kötelezően választható,,,,,,,,,,,,,,
374,,,52,,,MK-DSZ,Differenciált szakmai ismeretek,Kötelező,,,,,,,,MK-DIFF-EGYEB,Differenciált ismeretek - egyéb,Kötelezően választható,,,,,,,,TE-IB009L,Speciálkollégium 9. (lab),Kötelezően választható,,,IB078G,Játékfejleszés Unity-ben,3,3,,IB078G,Játékfejleszés Unity-ben,Kötelezően választható,,,,,,,,,,,,,,
375,,,52,,,MK-DSZ,Differenciált szakmai ismeretek,Kötelező,,,,,,,,MK-DIF-INF,Ajánlott differenciált informatikai ismeretek,Kötelező,,,,,,,,TT-IB009,Játékfejlesztés Unity-ben,Kötelezően választható,,,IB078G,Játékfejleszés Unity-ben,3,3,,IB078G,Játékfejleszés Unity-ben,Kötelezően választható,,,,,,,,,,,,,,
376,,,52,,,MK-DSZ,Differenciált szakmai ismeretek,Kötelező,,,,,,,,MK-DIFF-EGYEB,Differenciált ismeretek - egyéb,Kötelezően választható,,,,,,,,TE-IB003l,Speciálkollégium 3. (ea+lab),Kötelezően választható,,,IB003l,Algoritmusok és adatszerkezetek I. gyakorlat,0,,,IB003l,Algoritmusok és adatszerkezetek I. gyakorlat,Kötelezően választható,,,,,,,,,,,,,,
377,,,52,,,MK-DSZ,Differenciált szakmai ismeretek,Kötelező,,,,,,,,MK-DIFF-EGYEB,Differenciált ismeretek - egyéb,Kötelezően választható,,,,,,,,TE-IB003e,Speciálkollégium 3. (ea+lab),Kötelezően választható,,,IB003e-00010,Web tervezés,4,,,IB003e-00010,Web tervezés,Kötelezően választható,,,,,,,,,,,,,,
